AirportID,FacilityName,Type,SourceUserName,Latitude,Longitude,Preferred
KBCE,"Bryce Canyon",A,,37.7064437866211,-112.145805358887,1
KBCT,"BOCA RATON, BOCA RATON USA",A,,26.3785,-80.10769444,1
KBDE,"BAUDETTE INTERNATIONAL, BAUDETTE USA",A,,48.72844444,-94.61222222,1
KBDL,"BRADLEY INTERNATIONAL, WINDSOR LOCKS USA",A,,41.93914511,-72.68337128,1
KBDN,"Bend Municipal Airport",A,,44.094554901123,-121.200225830078,1
KBDR,"IGOR I SIKORSKY MEM, STRATFORD USA",A,,41.16347222,-73.12616667,1
KBEC,"Beech Factory Airport",A,,37.6939163208008,-97.2149200439453,1
KBED,"LAURENCE G HANSCOM FLD, BEDFORD USA",A,,42.46994444,-71.289,1
KBFD,"Bradford Regional Airport",A,,41.8031005859375,-78.6400985717773,1
KBFF,"Western Nebraska Regional Airport",A,,41.8740005493164,-103.596000671387,1
KBFI,"BOEING FLD KING CO INTERNATIONAL, SEATTLE USA",A,,47.53,-122.3019722,1
KBFL,"MEADOWS FLD, BAKERSFIELD USA",A,,35.43386111,-119.0576667,1
KBFM,"MOBILE DOWNTOWN, MOBILE USA",A,,30.62677778,-88.06808333,1
KBFP,"Beaver Falls",A,,40.7724723815918,-80.3914413452148,1
KBGE,"Decatur County Industrial Air Park",A,,30.9715976715088,-84.6369247436523,1
KBGM,"Greater Binghamton Edwin A Link Fld",A,,42.2086906433105,-75.9798355102539,1
KBGR,"BANGOR INTERNATIONAL, BANGOR USA",A,,44.80744444,-68.82813889,1
KBHB,"Hancock County - Bar Harbor",A,,44.4497680664063,-68.3615646362305,1
KBHM,"BIRMINGHAM INTERNATIONAL, BIRMINGHAM USA",A,,33.56388889,-86.75230556,1
KBID,"Block Island State Airport",A,,41.1680564880371,-71.5777816772461,1
KBIF,"BIGGS AAF, EL PASO USA",A,,31.849525,-106.3800389,1
KBIL,"Billings Logan International Airport",A,,45.809211730957,-108.537651062012,1
KBIS,"Bismarck Municipal Airport",A,,46.77272222,-100.74575,1
KBIV,"Tulip City Airport",A,,42.7427787780762,-86.1078338623047,1
KBIX,"KEESLER AFB, BILOXI USA",A,,30.410425,-88.92443333,1
KBJC,"Rocky Mountain Metropolitan Airport",A,,39.9088897705078,-105.117225646973,1
KBJI,"Bemidji Regional Airport",A,,47.5107231140137,-94.9347229003906,1
KBKD,"Stephens Co",A,,32.7190475463867,-98.890998840332,1
KBKF,"BUCKLEY AFB, BUCKLEY USA",A,,39.70176111,-104.7519611,1
KBKL,"Burke Lakefront Airport",A,,41.5175018310547,-81.6833343505859,1
KBKW,"Raleigh County Memorial Airport",A,,37.7873001098633,-81.1241989135742,1
KBLH,"Blythe Airport",A,,33.6191673278809,-114.716888427734,1
KBLI,"BELLINGHAM INTERNATIONAL, BELLINGHAM USA",A,,48.79269444,-122.5375278,1
KBLV,"SCOTT AFB MIDAMERICA, BELLEVILLE USA",A,,38.54516667,-89.83519444,1
KBMC,"Brigham City",A,,41.5519981384277,-112.061996459961,1
KBMG,"Monroe County Airport",A,,39.1460189819336,-86.6166839599609,1
KBMI,"Central Illinois Rgnl",A,,40.4771118164063,-88.9159164428711,1
KBMQ,"BURNET MUNI KATE CRADDOCK FIELD",A,,30.73892806,-98.23861022,1
KBNA,"NASHVILLE INTERNATIONAL, NASHVILLE USA",A,,36.12447222,-86.67819444,1
KBNO,"Burns Municipal Airport",A,,43.5919151306152,-118.955543518066,1
KBOI,"BOISE AIR TERMINAL, BOISE USA",A,,43.56436111,-116.2228611,1
KBOS,"GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL, BOSTON USA",A,,42.36297222,-71.00641667,1
KBOW,"Bartow Municipal Airport",A,,27.9433994293213,-81.7834014892578,1
KBOX,Kaibo,A,,-6.371166667,143.171,0
KBPT,"SOUTHEAST TEXAS RGNL, BEAUMONT USA",A,,29.95083333,-94.02069444,1
KBQK,"Brunswick Golden Isles Airport",A,,31.2588005065918,-81.4664993286133,1
KBRD,"Brainerd Lakes Rgnl",A,,46.398307800293,-94.1380767822266,1
KBRL,"Southeast Iowa Regional Airport",A,,40.7831993103027,-91.1255035400391,1
KBRO,"BROWNSVILLE SOUTH PADRE ISLAND INTERNATIONAL, BROWNSVILLE USA",A,,25.90683333,-97.42583333,1
KBTM,"Bert Mooney Airport",A,,45.9548072814941,-112.49747467041,1
KBTR,"BATON ROUGE METRO RYAN FLD, BATON ROUGE USA",A,,30.53290578,-91.14987686,1
KBTV,"BURLINGTON INTERNATIONAL, BURLINGTON USA",A,,44.47186111,-73.15327778,1
KBUF,"BUFFALO NIAGARA INTERNATIONAL, BUFFALO USA",A,,42.94041667,-78.73058333,1
KBUR,"BURBANK GLENDALE PASADENA, BURBANK USA",A,,34.20066667,-118.3586667,1
KBUU,"Municipal Airport",A,,42.6907157897949,-88.3046798706055,1
KBUY,"Burlington-Alamance Regional Airport",A,,36.0485420227051,-79.4748916625977,1
KBVU,"Boulder City Municipal Airport",A,,35.94748028,-114.8610967,1
KBVX,"BATESVILLE RGNL",A,,35.72622222,-91.64744444,0
KBVY,"Beverly Municipal Airport",A,,42.5841407775879,-70.916145324707,1
KBWG,"Bowling Green-Warren County Regional Airport",A,,36.964527130127,-86.4196701049805,1
KBWI,"BALTIMORE WASHINGTON INTERNATIONAL, BALTIMORE USA",A,,39.17536111,-76.66833333,1
KBXK,"Buckeye Municipal Airport",A,,33.4204177856445,-112.686180114746,1
KBXS,"Borrego Valley Airport",A,,33.2590293884277,-116.32096862793,1
KBYH,"ARKANSAS INTERNATIONAL, BLYTHEVILLE USA",A,,35.96433333,-89.94394444,1
KBYL,"WILLIAMSBURG-WHITLEY COUNTY",A,,36.795,-84.19952778,0
KBYS,"BICYCLE LAKE AAF, FORT IRWIN USA",A,,35.28053028,-116.6300294,1
KBZN,"Gallatin Field",A,,45.7776412963867,-111.160148620605,1
KCAE,"COLUMBIA METROPOLITAN, COLOMBIA USA",A,,33.93883333,-81.11952778,1
KCAK,"Akron Canton Regional Airport",A,,40.9160842895508,-81.4421920776367,1
KCAR,"CARIBOU MUNI, CARIBOU USA",A,,46.87163889,-68.01819444,1
KCBE,"Greater Cumberland Rgnl.",A,,39.6152763366699,-78.7605590820313,1
KCBM,"COLUMBUS AFB, COLOMBUS USA",A,,33.64516667,-88.445925,1
KCCO,"Coweta County Airport",A,,33.3115653991699,-84.7697525024414,1
KCCR,"Buchanan Field Airport",A,,37.9896659851074,-122.05689239502,1
KCDC,"CEDAR CITY RGNL, CEDAR CITY USA",A,,37.70096639,-113.0988458,1
KCDK,CedarKey,A,,29.1342220306396,-83.0504684448242,1
KCDN,"Woodward Field",A,,34.2835845947266,-80.5648574829102,1
KCDR,"Chadron Municipal Airport",A,,42.8375015258789,-103.095558166504,1
KCDS,"CHILDRESS MUNI, CHILDRESS USA",A,,34.43377778,-100.288,1
KCDW,"Caldwell Essex County Airport",A,,40.8752212524414,-74.281364440918,1
KCEC,"Del Norte County Airport",A,,41.780200958252,-124.236999511719,1
KCEF,"WESTOVER ARB METROPOLITAN, CHICOPEE FALLS USA",A,,42.19401389,-72.53478333,1
KCEU,Clemson,A,,34.6722221374512,-82.8858871459961,1
KCEW,"BOB SIKES, CRESTVIEW USA",A,,30.77883333,-86.52211111,1
KCEZ,"Cortez Muni",A,,37.3030014038086,-108.628059387207,1
KCFD,"COULTER FLD, BRYAN USA",A,,30.71569444,-96.33136111,1
KCGF,"Cuyahoga County",A,,41.5651245117188,-81.4863586425781,1
KCGI,"Cape Girardeau Regional Airport",A,,37.2252998352051,-89.57080078125,1
KCGX,"Meigs Field",A,,41.860279083252,-87.6097183227539,1
KCGZ,"Casa Grande Municipal Airport",A,,32.9548873901367,-111.766830444336,1
KCHA,"LOVELL FLD, CHATTANOOGA USA",A,,35.03519444,-85.20355556,1
KCHD,"Chandler Muni",A,,33.2691116333008,-111.811111450195,1
KCHO,Charlottesville-Albemarle,A,,38.1386375427246,-78.4528579711914,1
KCHS,"CHARLESTON AFB INTERNATIONAL, CHARLESTON USA",A,,32.89863889,-80.04052778,1
KCIC,"CHICO MUNI, CHICO USA",A,,39.79538889,-121.8584167,1
KCID,"Cedar Rapids",A,,41.884693145752,-91.710807800293,1
KCIU,"Chippewa County International Airport",A,,46.2508010864258,-84.4723968505859,1
KCKA,"KEGELMAN AF AUX FIELD",A,,36.7357665,-98.12362928,0
KCKB,"Harrison Marion Regional Airport",A,,39.2966003417969,-80.2281036376953,1
KCKC,"Grand Marais Cook County Airport",A,,47.8383331298828,-90.382942199707,1
KCKF,"Crisp County Cordele Airport",A,,31.9888324737549,-83.7739181518555,1
KCKV,"Clarksville-Montgomery County Regional Airport",A,,36.6219444274902,-87.4150009155273,1
KCLE,"CLEVELAND HOPKINS INTERNATIONAL, CLEVELAND USA",A,,41.40941667,-81.85469444,1
KCLL,"EASTERWOOD FLD, COLLEGE STATION USA",A,,30.58858333,-96.36383333,1
KCLM,"William R Fairchild International Airport",A,,48.1202011108398,-123.5,1
KCLT,"CHARLOTTE DOUGLAS INTERNATIONAL, CHARLOTTE USA",A,,35.21374067,-80.94906903,1
KCLW,"Clearwater Air Park",A,,27.9764728546143,-82.7586669921875,1
KCMD,"Folsom Field",A,,34.26869444,-86.85802778,1
KCMH,"PORT COLUMBUS INTERNATIONAL, COLUMBUS USA",A,,39.998,-82.89202778,1
KCMI,Champaign,A,,40.039249420166,-88.2780532836914,1
KCMX,"Houghton County Memorial Airport",A,,47.168399810791,-88.4890975952148,1
KCNI,"Cherokee County Airport",A,,34.3122177124023,-84.4221572875977,1
KCNM,"CAVERN CITY AIR TERMINAL, CARLSBAD USA",A,,32.33744444,-104.2633611,1
KCNW,"TSTC WACO, WACO USA",A,,31.63780556,-97.07413889,1
KCNY,"Canyonlands Field",A,,38.7550010681152,-109.754722595215,1
KCOD,"Yellowstone Rgnl",A,,44.5201950073242,-109.023803710938,1
KCOF,"PATRICK AFB, COCO BEACH USA",A,,28.23500567,-80.60997947,1
KCOS,"CITY OF COLORADO SPRINGS MUNI, COLORADO SPRINGS USA",A,,38.80580556,-104.7007778,1
KCOT,"COTULLA LA SALLE CO, COTULLA USA",A,,28.45669444,-99.21833333,1
KCOU,"COLUMBIA RGNL, COLUMBIA USA",A,,38.81809306,-92.21962917,1
KCPF,"Wendell H Ford",A,,37.38736111,-83.26161111,1
KCPR,"NATRONA CO INTERNATIONAL, CASPER USA",A,,42.908,-106.4644167,1
KCQF,"H L SONNY CALLAHAN",A,,30.4605,-87.87702778,0
KCRP,"CORPUS CHRISTI INTERNATIONAL, CORPUS CHRISTI USA",A,,27.77036111,-97.50122222,1
KCRQ,"McClellan-Palomar Airport",A,,33.12825,-117.2800833,1
KCRW,Yeager,A,,38.3731460571289,-81.5931854248047,1
KCSG,"Columbus Metropolitan Airport",A,,32.5163345336914,-84.9388580322266,1
KCTB,"CUT BANK MUNI, CUTBANK USA",A,,48.60835447,-112.3761541,1
KCTJ,"West Georgia Regional Airport - O V Gray Field",A,,33.6316947937012,-85.1522674560547,1
KCTY,"Cross City",A,,29.6355285644531,-83.1047515869141,1
KCVC,"Covington Muni",A,,33.63230833,-83.84744722,1
KCVG,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL, CINCINNATI USA",A,,39.04883667,-84.66782222,1
KCVK,"SHARP COUNTY RGNL",A,,36.26488889,-91.56266667,0
KCVN,"Clovis Muni",A,,34.4251403808594,-103.079277038574,1
KCVS,"CANNON AFB, CLOVIS USA",A,,34.382855,-103.322175,1
KCVX,"Charlevoix Municipal Airport",A,,45.3047790527344,-85.2753295898438,1
KCWA,"Central Wisconsin",A,,44.77762367,-89.66677803,1
KCWI,"Clinton Municipal",A,,41.8307495117188,-90.328971862793,1
KCXL,"CALEXICO INTERNATIONAL, CALEXICO USA",A,,32.66744444,-115.5175833,1
KCXO,"MONTGOMERY CO, CONROE USA",A,,30.35236111,-95.41452778,1
KCXY,"Capital City Airport",A,,40.2171401977539,-76.851944,1
KCYS,"CHEYENNE, CHEYENNE USA",A,,41.15563889,-104.8104722,1
KCZL,"Tom B. David Field Airport",A,,34.4554481506348,-84.9391632080078,1
KDAB,"Daytona Beach Intl",A,,29.1799163818359,-81.0580596923828,1
KDAL,"DALLAS LOVE FLD, DALLAS USA",A,,32.84711111,-96.85177778,1
KDAY,"JAMES M COX DAYTON INTERNATIONAL, DAYTON USA",A,,39.90225139,-84.21941019,1
KDBQ,"Dubuque Rgnl",A,,42.4020004272461,-90.70947265625,1
KDCA,"RONALD REAGAN WASHINGTON NATIONAL, WASHINGTON USA",A,,38.85191631,-77.03769894,1
KDCU,"PRYOR FIELD RGNL",A,,34.65405556,-86.94536111,0
KDDC,"Dodge City Regional Airport",A,,37.7634010314941,-99.9655990600586,1
KDEC,Decatur,A,,39.8345642089844,-88.8656921386719,1
KDED,"DeLand Municipal Airport",A,,29.0669441223145,-81.2838897705078,1
KDEN,"DENVER INTERNATIONAL, DENVER USA",A,,39.86166667,-104.6731667,1
KDET,"DETROIT CITY, DETROIT USA",A,,42.40932708,-83.01018214,1
KDFW,"DALLAS FORT WORTH INTERNATIONAL, DALLAS-FORT WORTH USA",A,,32.89682806,-97.03799583,1
KDGL,"Douglas Municipal Airport",A,,31.3426036834717,-109.506454467773,1
KDHN,"DOTHAN RGNL, DOTHAN USA",A,,31.32102122,-85.44947892,1
KDHT,"DALHART MUNI, DALHART USA",A,,36.02247222,-102.5473889,1
KDIK,"Dickinson Theodore Roosevelt Regional Airport",A,,46.7975006103516,-102.801940917969,1
KDKK,"Chautauqua County-Dunkirk Airport",A,,42.493335723877,-79.2720413208008,1
KDKX,"Knoxville Downtown Island Airport",A,,35.9638328552246,-83.873664855957,1
KDLF,"LAUGHLIN AFB, DEL RIO USA",A,,29.35939333,-100.7779131,1
KDLH,"DULUTH INTERNATIONAL, DULUTH USA",A,,46.84208333,-92.19363889,1
KDLL,"Baraboo Wisconsin Dells Airport",A,,43.521785736084,-89.7709274291992,1
KDLS,"Columbia Gorge Regional - The Dalles Municipal Airport",A,,45.6185569763184,-121.167335510254,1
KDMA,"DAVIS MONTHAN AFB, TUCSON USA",A,,32.1665,-110.8831667,1
KDNL,"Daniel Field Airport",A,,33.4665031433105,-82.0393829345703,1
KDNN,"Dalton Municipal Airport",A,,34.7229461669922,-84.870246887207,1
KDOV,"DOVER AFB, DOVER USA",A,,39.1295,-75.466,1
KDPA,"DU PAGE, WEST CHICAGO USA",A,,41.90694386,-88.24820314,1
KDQH,"Douglas Municipal Airport",A,,31.4767379760742,-82.8605651855469,1
KDRI,"BEAUREGARD PARISH, DERIDDER USA",A,,30.83172222,-93.33991667,1
KDRM,"Drummond Island Airport",A,,46.0093116760254,-83.7439346313477,1
KDRO,"DURANGO LA PLATA CO, DURANGO USA",A,,37.15151667,-107.7537692,1
KDRP,"DELTA RGNL",A,,35.12005556,-90.8265,0
KDRT,"DEL RIO INTERNATIONAL, DEL RIO USA",A,,29.37420694,-100.9271569,1
KDSM,"DES MOINES INTERNATIONAL, DES MOINES USA",A,,41.53397222,-93.66308333,1
KDTA,"Delta Municipal Airport",A,,39.3806381225586,-112.507713317871,1
KDTO,"Denton Mnu",A,,33.20209944,-97.19794639,1
KDTS,Destin,A,,30.4000606536865,-86.4714736938477,1
KDTW,"DETROIT METRO WAYNE CO, DETROIT USA",A,,42.21244444,-83.35338889,1
KDUC,"Halliburton Field Airport",A,,34.471305847168,-97.9598617553711,1
KDUG,"BISBEE DOUGLAS INTERNATIONAL, DOUGLAS USA",A,,31.46894444,-109.60375,1
KDUJ,"DuBois Regional Airport",A,,41.1782989501953,-78.8986968994141,1
KDVL,"Devils Lake Regional Airport",A,,48.114444732666,-98.9086074829102,1
KDVO,"Gnoss Field Airport",A,,38.143611907959,-122.556098937988,1
KDVT,"Deer Valley Municipal Airport",A,,33.68830556,-112.0825556,1
KDWA,"Yolo County Airport",A,,38.5793876647949,-121.856941223145,1
KDWH,"David Wayne Hooks Field",A,,30.0637454986572,-95.5542755126953,1
KDXR,"Danbury Municipal Airport",A,,41.3715362548828,-73.4821929931641,1
KDYA,"DEMOPOLIS RGNL",A,,32.46383333,-87.95405556,0
KDYS,"DYESS AFB, ABILENE USA",A,,32.41978547,-99.85538303,1
KE63,"Gila Bend Municipal Airport",A,,32.9601707458496,-112.673637390137,1
KEAT,"Pangborn Field",A,,47.3979988098145,-120.206001281738,1
KEAU,"Chippewa Valley Regional Airport",A,,44.8657989501953,-91.4842987060547,1
KEBA,"ELBERT COUNTY-PATZ FIELD",A,,34.09538889,-82.81747222,0
KECG,"ELIZABETH CITY CGAS RGNL, ELIZABETH CITY USA",A,,36.26058056,-76.17457222,1
KECP,"Panama City-NW Florida Beaches International",A,,30.35825,-85.79561111,1
KEDN,"ENTERPRISE MUNI",A,,31.29972222,-85.89983333,0
KEDW,"EDWARDS AFB, EDWARDS AFB USA",A,,34.90808839,-117.8855285,1
KEET,"Shelby County Airport",A,,33.1777763366699,-86.7832260131836,1
KEFD,"ELLINGTON FLD, HOUSTON USA",A,,29.60733333,-95.15875,1
KEFT,Municipal,A,,42.6163902282715,-89.5919418334961,1
KEGE,"Eagle Co Rgnl",A,,39.6425552368164,-106.917694091797,1
KEGP,"EAGLE PASS MUNI, EAGLE PASS USA",A,,28.8570928,-100.5134678,1
KEGT,"Wellington Municipal",A,,37.32361111,-97.38833333,1
KEGV,"Eagle River",A,,45.9323348999023,-89.2682800292969,1
KEKN,"ELKINS RANDOLPH CO JENNINGS RANDOLPH, ELKINS USA",A,,38.88944444,-79.85713889,1
KEKO,"Elko Regional Airport",A,,40.8249015808105,-115.791999816895,1
KEKY,BESSEMER,A,,33.31261111,-86.92630556,0
KELD,"SOUTH ARKANSAS RGNL AT GOODWIN FLD, EL DORADO USA",A,,33.22097222,-92.81327778,1
KELM,"Elmira Corning Rgnl",A,,42.1598892211914,-76.8916091918945,1
KELO,"Ely Municipal",A,,47.8244438171387,-91.8308334350586,1
KELP,"EL PASO INTERNATIONAL, EL PASO USA",A,,31.80718844,-106.3763553,1
KELY,"Ely Airport",A,,39.2997207641602,-114.841941833496,1
KEND,"VANCE AFB, ENID USA",A,,36.33953033,-97.91729,1
KENV,"WENDOVER, WENDOVER USA",A,,40.71869444,-114.0308889,1
KEOK,"Keokuk Municipal Airport",A,,40.4599075317383,-91.4284973144531,1
KEPM,"Eastport Municipal Airport",A,,44.9101104736328,-67.0126953125,1
KERI,"Erie Intl Tom Ridge Fld",A,,42.0820236206055,-80.1762161254883,1
KERV,"Kerrville Municipal Airport",A,,29.9766674041748,-99.0854721069336,1
KERY,"Luce County Airport",A,,46.3111991882324,-85.4572982788086,1
KESC,"Delta County Airport",A,,45.7227783203125,-87.0936126708984,1
KESF,"ESLER RGNL, ALEXANDRIA USA",A,,31.3949025,-92.29577194,1
KESN,"Easton-Newnam Field Airport",A,,38.8041648864746,-76.0690002441406,1
KEUF,"WEEDON FIELD",A,,31.95130556,-85.12891667,0
KEUG,"Mahlon Sweet Fld",A,,44.124584197998,-123.211975097656,1
KEVV,"Evansville Regional",A,,38.0369987487793,-87.5323638916016,1
KEWB,"New Bedford Regional Airport",A,,41.6761016845703,-70.956901550293,1
KEWN,"CRAVEN CO RGNL, NEW BERN USA",A,,35.07308169,-77.04285861,1
KEWR,"NEWARK LIBERTY INTERNATIONAL, NEWARK USA",A,,40.6925,-74.16866667,1
KEYW,"KEY WEST INTERNATIONAL, KEY WEST USA",A,,24.55611111,-81.75955556,1
KF70,"French Valley Airport",A,,33.5741806030273,-117.128471374512,1
KFAF,"FELKER AAF, FORT EUSTIS USA",A,,37.1325,-76.60883333,1
KFAR,"Hector International Airport",A,,46.9206504821777,-96.8157653808594,1
KFAT,"FRESNO YOSEMITE INTERNATIONAL, FRESNO USA",A,,36.77619444,-119.7181389,1
KFAY,"Fayetteville Regional Grannis Field",A,,34.9911994934082,-78.8803024291992,1
KFCA,"Kalispell, MT - Glacier Park International",A,,48.3104705810547,-114.255996704102,1
KFCS,"BUTTS AAF, FORT CARSON USA",A,,38.67971094,-104.7609539,1
KFDY,"Findlay Airport",A,,41.0120277404785,-83.6686096191406,1
KFFA,"First Flight Airport",A,,36.0200004577637,-75.6699981689453,1
KFFC,"Atlanta Regional Airport - Falcon Field",A,,33.357250213623,-84.5718307495117,1
KFFO,"WRIGHT PATTERSON AFB, DAYTON USA",A,,39.82597053,-84.04610283,1
KFFT,"Capital City Airport",A,,38.1819725036621,-84.906135559082,1
KFHR,"Friday Harbor Airport",A,,48.5219421386719,-123.024444580078,1
KFHU,"SIERRA VISTA MUNI LIBBY AAF, FORT HUACHUCA USA",A,,31.58847222,-110.3443889,1
KFIN,"FLAGLER COUNTY",A,,29.46738889,-81.20633333,1
KFIT,"Fitchburg Municipal Airport",A,,42.5541114807129,-71.7589721679688,1
KFKL,Franklin,A,,41.377872467041,-79.8603591918945,1
KFLD,"Fond Du Lac County Airport",A,,43.771167755127,-88.4884185791016,1
KFLG,"Flagstaff Pulliam Airport",A,,35.1403198242188,-111.669242858887,1
KFLL,"FORT LAUDERDALE HOLLYWOOD INTERNATIONAL, FORT LAUDERDALE USA",A,,26.07259619,-80.15274144,1
KFLO,"FLORENCE RGNL, FLORENCE USA",A,,34.18536111,-79.72388889,1
KFLV,"SHERMAN AAF, FORT LEAVENWORTH USA",A,,39.36757556,-94.91433972,1
